Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio
São Pedro dos Ferros,53.00,0.00,11.00,132.00,400.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,0.00,0.00,0.00,0.00,0.00,0.00
São Romão,0.00,0.00,0.00,274.00,632.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,17.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Roque de Minas,26.00,30.00,0.00,127.00,273.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião da Bela Vista,0.00,0.00,0.00,157.00,58.00,19.00,0.00,0.00,374.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião da Vargem Alegre,41.00,13.00,0.00,88.00,146.00,50.00,225.00,0.00,10.00,0.00,0.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião do Anta,88.00,0.00,0.00,206.00,482.00,26.00,294.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião do Maranhão,0.00,0.00,0.00,209.00,20.00,292.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião do Oeste,79.00,0.00,0.00,241.00,560.00,0.00,449.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,22.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião do Paraíso,705.00,78.00,227.00,"1,055.00","2,277.00",280.00,271.00,213.00,291.00,0.00,0.00,0.00,0.00,181.00,80.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião do Rio Preto,0.00,17.00,0.00,28.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Sebastião do Rio Verde,0.00,17.00,0.00,49.00,152.00,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Thomé das Letras,126.00,9.00,7.00,123.00,221.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,7.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00
São Tiago,0.00,146.00,0.00,244.00,295.00,64.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,27.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
São Tomás de Aquino,118.00,0.00,0.00,192.00,35.00,0.00,0.00,0.00,506.00,0.00,0.00,0.00,0.00,2.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Vicente de Minas,95.00,0.00,0.00,144.00,309.00,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sapucaí-Mirim,0.00,37.00,0.00,153.00,340.00,106.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,18.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,0.00,0.00,0.00,0.00,0.00,0.00
Sardoá,22.00,0.00,85.00,52.00,0.00,139.00,0.00,135.00,218.00,0.00,0.00,0.00,0.00,58.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sarzedo,135.00,138.00,0.00,853.00,"2,517.00",0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,67.00,0.00,34.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sem-Peixe,0.00,35.00,0.00,50.00,107.00,25.00,0.00,1.00,31.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,0.00,0.00
Senador Amaral,84.00,0.00,0.00,196.00,175.00,0.00,173.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senador Cortes,54.00,0.00,0.00,66.00,82.00,8.00,151.00,0.00,79.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senador Firmino,0.00,0.00,0.00,197.00,460.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00
Senador José Bento,0.00,0.00,0.00,27.00,69.00,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senador Modestino Gonçalves,47.00,0.00,0.00,102.00,190.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senhora de Oliveira,0.00,79.00,0.00,123.00,312.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senhora do Porto,0.00,0.00,0.00,82.00,262.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senhora dos Remédios,0.00,0.00,0.00,162.00,0.00,209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sericita,38.00,30.00,0.00,176.00,330.00,220.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,15.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seritinga,0.00,0.00,0.00,38.00,89.00,9.00,91.00,0.00,17.00,0.00,0.00,0.00,0.00,3.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Serra Azul de Minas,20.00,0.00,0.00,84.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00
Serra da Saudade,32.00,0.00,0.00,15.00,40.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Serra do Salitre,201.00,0.00,60.00,283.00,491.00,83.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,38.00,21.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00
Serra dos Aimorés,0.00,25.00,0.00,207.00,250.00,128.00,0.00,20.00,34.00,0.00,0.00,0.00,0.00,19.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Serrania,81.00,0.00,0.00,183.00,564.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,11.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Serranópolis de Minas,31.00,22.00,0.00,98.00,0.00,145.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,28.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Serranos,0.00,0.00,0.00,45.00,101.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,16.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Serro,114.00,104.00,0.00,416.00,0.00,454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,71.00,7.00,3.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00
Sete Lagoas,"1,032.00","1,104.00",337.00,"3,278.00","4,359.00",560.00,"2,699.00",423.00,358.00,0.00,0.00,0.00,0.00,232.00,164.00,443.00,0.00,0.00,245.00,19.00,213.00,175.00,72.50,0.00,0.00,0.00,0.00,0.00,0.00
Setubinha,75.00,0.00,0.00,208.00,0.00,407.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Silveirânia,0.00,0.00,0.00,42.00,37.00,18.00,0.00,0.00,101.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Silvianópolis,0.00,63.00,0.00,108.00,368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Simão Pereira,0.00,23.00,0.00,63.00,93.00,33.00,88.00,0.00,74.00,0.00,0.00,0.00,0.00,2.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Simonésia,0.00,0.00,0.00,385.00,250.00,476.00,296.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,31.00,0.00,0.00,0.00,11.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00
Sobrália,69.00,0.00,0.00,227.00,227.00,58.00,48.00,43.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Soledade de Minas,0.00,59.00,0.00,141.00,318.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tabuleiro,0.00,20.00,0.00,72.00,282.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Taiobeiras,413.00,0.00,0.00,713.00,922.00,121.00,207.00,82.00,0.00,0.00,0.00,0.00,0.00,73.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00
Taparuba,0.00,0.00,0.00,79.00,131.00,33.00,42.00,0.00,73.00,0.00,0.00,0.00,0.00,12.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tapira,19.00,73.00,9.00,121.00,241.00,24.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tapiraí,0.00,0.00,0.00,41.00,94.00,0.00,116.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Taquaraçu de Minas,43.00,54.00,0.00,128.00,212.00,0.00,248.00,0.00,93.00,0.00,0.00,0.00,0.00,35.00,29.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tarumirim,83.00,0.00,0.00,280.00,203.00,41.00,93.00,15.00,34.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Teixeiras,155.00,89.00,53.00,192.00,299.00,79.00,0.00,0.00,135.00,0.00,0.00,0.00,0.00,9.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00
Teófilo Otoni,203.00,34.00,731.00,"1,788.00","2,805.00",803.00,"1,444.00",245.00,259.00,0.00,0.00,0.00,0.00,225.00,141.00,331.00,0.00,31.00,"1,119.00",0.00,0.00,0.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00
Timóteo,138.00,77.00,0.00,"1,397.00","1,424.00",0.00,"1,770.00",0.00,731.00,0.00,0.00,0.00,0.00,107.00,7.00,312.00,0.00,0.00,795.00,1.00,0.00,28.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00
Tiradentes,136.00,0.00,0.00,177.00,186.00,7.00,0.00,0.00,208.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tiros,84.00,22.00,0.00,130.00,290.00,36.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.50,0.00,0.00,0.00,0.00,0.00,0.00
Tocantins,193.00,0.00,0.00,351.00,392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tocos do Moji,0.00,0.00,0.00,56.00,49.00,125.00,0.00,137.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Toledo,176.00,0.00,75.00,85.00,328.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tombos,97.00,71.00,0.00,194.00,375.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,7.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Três Corações,423.00,60.00,225.00,789.00,"2,242.00",73.00,"1,553.00",65.00,237.00,0.00,0.00,0.00,0.00,163.00,138.00,157.00,0.00,0.00,0.00,0.00,0.00,0.00,115.00,0.00,0.00,0.00,0.00,0.00,0.00
Três Marias,318.00,0.00,0.00,621.00,"1,312.00",14.00,"1,010.00",0.00,211.00,0.00,0.00,0.00,0.00,74.00,42.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Três Pontas,898.00,0.00,80.00,"1,024.00","1,941.00",329.00,130.00,204.00,0.00,0.00,0.00,0.00,0.00,115.00,92.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00
Tumiritinga,81.00,0.00,0.00,170.00,439.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tupaciguara,275.00,0.00,0.00,359.00,329.00,63.00,245.00,73.00,393.00,0.00,0.00,0.00,0.00,142.00,107.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turmalina,370.00,53.00,0.00,491.00,234.00,231.00,0.00,257.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turvolândia,40.00,0.00,0.00,129.00,335.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ubá,381.00,"1,091.00",88.00,"1,881.00","1,439.00",576.00,0.00,58.00,975.00,0.00,0.00,0.00,0.00,78.00,0.00,151.00,0.00,0.00,146.00,0.00,0.00,0.00,168.50,0.00,0.00,0.00,0.00,0.00,0.00
Ubaí,199.00,17.00,0.00,282.00,388.00,237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ubaporanga,77.00,92.00,0.00,321.00,347.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,4.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00
Uberaba,"3,295.00",357.00,"2,512.00","1,601.00","5,908.00",532.00,"4,550.00",495.00,"4,202.00",0.00,0.00,0.00,0.00,359.00,314.00,"1,145.00",0.00,0.00,889.00,79.00,856.00,134.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00
Uberlândia,"4,873.00","3,394.00",0.00,"10,814.00","20,243.00","1,974.00","10,237.00","1,346.00",14.00,0.00,0.00,0.00,0.00,"2,372.00","1,875.00","1,784.00",0.00,0.00,"2,737.00",27.00,757.00,382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Umburatiba,0.00,0.00,0.00,60.00,137.00,87.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Unaí,573.00,259.00,0.00,"1,486.00","1,478.00",563.00,"1,298.00",478.00,0.00,0.00,0.00,0.00,0.00,139.00,47.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00
União de Minas,13.00,42.00,0.00,110.00,262.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,10.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Uruana de Minas,23.00,23.00,0.00,100.00,253.00,0.00,238.00,0.00,74.00,0.00,0.00,0.00,0.00,16.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Urucânia,45.00,91.00,0.00,254.00,509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00
Urucuia,71.00,0.00,0.00,171.00,362.00,301.00,208.00,354.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00
Vargem Alegre,36.00,16.00,0.00,134.00,388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vargem Bonita,24.00,18.00,0.00,55.00,90.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vargem Grande do Rio Pardo,0.00,57.00,0.00,90.00,191.00,87.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Varginha,"1,330.00",0.00,117.00,"1,718.00","3,917.00",0.00,"1,534.00",0.00,348.00,0.00,0.00,0.00,0.00,119.00,46.00,97.00,0.00,0.00,0.00,67.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Varjão de Minas,76.00,0.00,0.00,207.00,512.00,18.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00
Várzea da Palma,58.00,244.00,0.00,684.00,"1,460.00",200.00,0.00,152.00,0.00,0.00,0.00,0.00,0.00,50.00,40.00,114.00,0.00,0.00,0.00,34.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Varzelândia,207.00,96.00,223.00,351.00,170.00,401.00,0.00,271.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,18.00,0.00,115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vazante,136.00,175.00,35.00,296.00,526.00,0.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,31.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Verdelândia,158.00,0.00,110.00,135.00,0.00,62.00,0.00,0.00,357.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Veredinha,114.00,0.00,0.00,92.00,229.00,28.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,206.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Veríssimo,11.00,0.00,0.00,125.00,126.00,21.00,0.00,0.00,103.00,0.00,0.00,0.00,0.00,14.00,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vermelho Novo,50.00,0.00,0.00,101.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vespasiano,89.00,275.00,0.00,"2,463.00","7,221.00",0.00,"3,252.00",0.00,710.00,0.00,0.00,0.00,0.00,388.00,0.00,275.00,0.00,0.00,0.00,57.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Viçosa,267.00,0.00,12.00,957.00,"1,126.00",223.00,"1,103.00",0.00,573.00,0.00,0.00,0.00,0.00,78.00,42.00,265.00,0.00,0.00,921.00,0.00,37.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00
Vieiras,0.00,24.00,0.00,93.00,185.00,37.00,188.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,7.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Virgem da Lapa,108.00,0.00,0.00,258.00,314.00,78.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,14.00,6.00,8.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Virgínia,35.00,0.00,0.00,192.00,382.00,140.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Virginópolis,106.00,0.00,0.00,254.00,363.00,224.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,19.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00
Virgolândia,0.00,24.00,0.00,127.00,336.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Visconde do Rio Branco,242.00,140.00,0.00,810.00,442.00,169.00,"1,312.00",0.00,34.00,0.00,0.00,0.00,0.00,25.00,0.00,43.00,0.00,0.00,120.00,0.00,0.00,40.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00
Volta Grande,0.00,52.00,0.00,100.00,274.00,5.00,217.00,0.00,18.00,0.00,0.00,0.00,0.00,15.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wenceslau Braz,23.00,0.00,0.00,39.00,146.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
